,indice,r_ambiente,r_usd,r_metros2,r_frente,r_contrafrente,r_expensas,r_garage,r_amenities
77938,71176,3.0,,,,,,1.0,1.0
77939,71177,,,,,,,,
77940,71178,,,,,,,1.0,1.0
77941,71179,1.0,17.500,85,1.0,1.0,1.0,1.0,1.0
77942,71180,1.0,,,1.0,,,1.0,1.0
77943,71181,2.0,,,,,1.0,,1.0
77944,71182,6.0,,,,,1.0,,
77945,71183,3.0,,60,,,1.0,,1.0
77946,71184,,,,,,,,
77947,71185,,,,,,,,
77948,71186,,,,1.0,,,1.0,1.0
77949,71187,,,100,1.0,,1.0,,1.0
77950,71188,,,,,,,1.0,1.0
77951,71189,,,,1.0,1.0,,1.0,1.0
77952,71190,1.0,,,,,,,
77953,71191,1.0,,,1.0,,,1.0,1.0
77954,71192,3.0,,,,,,,1.0
77955,71193,,,67,,,,,1.0
77956,71194,,,,,,,,
77957,71195,1.0,,39,,,,1.0,1.0
77958,71196,,,100,,,,,1.0
77960,71197,,,,,,,,1.0
77961,71198,,,,,,,,1.0
77962,71199,,,,,,,,
77963,71200,1.0,,,1.0,,,,
77964,71201,,,,,,,1.0,1.0
77965,71202,,,,,,,1.0,1.0
77966,71203,,,,,,,,
77967,71204,3.0,,,1.0,1.0,,,1.0
77968,71205,,,,1.0,,1.0,1.0,1.0
77969,71206,,,,,,,,1.0
77970,71207,,,100,1.0,,1.0,,1.0
77971,71208,,,,,,,,
77972,71209,,,,,,,,1.0
77973,71210,1.0,28.000,,,,,1.0,1.0
77974,71211,,,,1.0,,,,1.0
77975,71212,,,,,,,1.0,1.0
77976,71213,,,,1.0,,,,
77977,71214,,,,,,,1.0,1.0
77978,71215,1.0,,,,,,1.0,1.0
77979,71216,3.0,,,1.0,1.0,,1.0,1.0
77980,71217,,,,,,,,
77981,71218,1.0,54.900,,1.0,1.0,,1.0,1.0
77982,71219,,,100,1.0,,1.0,,1.0
77983,71220,,,,,,,,
77984,71221,6.0,,,,,,,
77985,71222,,,50,1.0,,,1.0,1.0
77986,71223,1.0,,,,,,1.0,1.0
77987,71224,,,,,,,,
77989,71225,,,,,,,,1.0
77990,71226,2.0,,,,,1.0,,1.0
77991,71227,1.0,,,,,,,
77992,71228,,,92,1.0,,,1.0,1.0
77993,71229,2.0,,,,,,,1.0
77994,71230,,,,,,,1.0,1.0
77995,71231,,,,,,,1.0,1.0
77996,71232,,,,,,,,
77997,71233,,,120,1.0,,,1.0,1.0
77998,71234,,,,,,1.0,,1.0
77999,71235,,,,,,,,
78000,71236,2.0,,,,,1.0,,1.0
78001,71237,3.0,,,1.0,,,1.0,1.0
78002,71238,,,100,1.0,,1.0,,1.0
78003,71239,4.0,,55,,,1.0,,1.0
78004,71240,1.0,,28,1.0,1.0,1.0,,1.0
78006,71241,,,,,,,1.0,1.0
78007,71242,,,,,,,,
78008,71243,,,,1.0,1.0,,1.0,1.0
78009,71244,2.0,,,1.0,,,,
78010,71245,3.0,,,1.0,,,1.0,1.0
78011,71246,,,,,,,,1.0
78012,71247,,,,1.0,,,,1.0
78013,71248,3.0,,70,,,,1.0,1.0
78015,71249,5.0,,,,,1.0,1.0,1.0
78017,71250,4.0,,110,,,,1.0,1.0
78018,71251,2.0,,,,,1.0,,1.0
78020,71252,,,,,,,1.0,1.0
78021,71253,,,,,,,1.0,1.0
78022,71254,5.0,,70,,,,1.0,1.0
78023,71255,,,,,,,,
78024,71256,,,100,1.0,,1.0,,1.0
78025,71257,,,,,,,,1.0
78026,71258,3.0,,,,,,,
78027,71259,,160.000,,,,,,
78029,71260,6.0,,03,,,1.0,1.0,1.0
78030,71261,,18.000,43,,,,1.0,1.0
78031,71262,,,,,,,,1.0
78032,71263,,,,,,,,1.0
78033,71264,,,,,,,,
78034,71265,,,,,,,1.0,1.0
78035,71266,,,,,,,,1.0
78036,71267,,,,,,,1.0,1.0
78037,71268,,,,,,,1.0,1.0
78038,71269,,,64,1.0,,,,1.0
78039,71270,,18.000,43,,,,1.0,1.0
78040,71271,1.0,,,1.0,1.0,,1.0,1.0
78041,71272,,,,1.0,,,,1.0
78042,71273,,,100,1.0,,1.0,,1.0
78043,71274,,,150,1.0,1.0,,1.0,1.0
78044,71275,,,,,,,1.0,1.0
78045,71276,1.0,20000,,,,1.0,1.0,1.0
78046,71277,,,,,,,,
78047,71278,,,,1.0,,,,1.0
78048,71279,2.0,,,1.0,,,1.0,1.0
78050,71280,2.0,,,,,,1.0,1.0
78051,71281,,,,1.0,,,,
78052,71282,1.0,28.000,,,,,1.0,1.0
78053,71283,,,123,,,,,1.0
78054,71284,,,,,,1.0,,1.0
78055,71285,,,,,,1.0,1.0,1.0
78057,71286,,,,,,,1.0,1.0
78058,71287,2.0,,,,,,,
78059,71288,,,100,1.0,,1.0,,1.0
78060,71289,,,,,,,1.0,1.0
78061,71290,1.0,,,,,,,1.0
78062,71291,2.0,,,1.0,,,1.0,1.0
78063,71292,2.0,,,1.0,,1.0,1.0,1.0
78064,71293,,,,1.0,,,,1.0
78065,71294,2.0,,,1.0,1.0,,1.0,1.0
78066,71295,4.0,,,1.0,,,,
78067,71296,1.0,,,1.0,,,1.0,1.0
78069,71297,,,309,,,1.0,,1.0
78070,71298,3.0,,,,,,,
78071,71299,4.0,,170,1.0,,,,1.0
78072,71300,1.0,,,,,,,1.0
78073,71301,3.0,,,1.0,,,,1.0
78074,71302,,,,,,,1.0,1.0
78075,71303,,,,,,,1.0,1.0
78076,71304,,,,,,,1.0,1.0
78077,71305,,,,1.0,,,,1.0
78078,71306,,,,1.0,,,,1.0
78079,71307,,,,,,,,
78080,71308,6.0,,,,,,,
78081,71309,,,100,1.0,,1.0,,1.0
78082,71310,,,720,,,,1.0,1.0
78083,71311,,,,,,,,1.0
78084,71312,,,,,,,1.0,1.0
78085,71313,,,700,,,,,
78086,71314,,,,,,,1.0,1.0
78087,71315,1.0,,,,,,,1.0
78088,71316,3.0,,69,1.0,1.0,,,1.0
78089,71317,,,,,,,,
78090,71318,,,,,,,,1.0
78091,71319,,,,1.0,,,,1.0
78092,71320,2.0,,,,,,,1.0
78093,71321,,110.000,63,,,,,1.0
78094,71322,,,,1.0,,,,1.0
78095,71323,3.0,,,1.0,,,1.0,1.0
78096,71324,2.0,,,,,,,1.0
78098,71325,,20.000,102,,,,1.0,1.0
78099,71326,1.0,,,,,,,1.0
78101,71327,5.0,,,1.0,,1.0,1.0,1.0
78102,71328,,,,,,,1.0,1.0
78103,71329,,,,,,,1.0,1.0
78104,71330,,,1000,,,,,
78105,71331,3.0,,65,1.0,,1.0,1.0,1.0
78106,71332,,,,1.0,1.0,1.0,,1.0
78107,71333,,,,,,,,
78108,71334,,,,,,,,1.0
78109,71335,,,,,,,,1.0
78110,71336,,,,,,,1.0,1.0
78111,71337,,,,1.0,,,,
78112,71338,,,,,,,,
78113,71339,,168.100,69,,,,,
78114,71340,1.0,,,,,,,1.0
78115,71341,,,,,,,,1.0
78116,71342,,,,,,,1.0,1.0
78117,71343,2.0,,,1.0,,,,1.0
78118,71344,2.0,,,,,1.0,,
78119,71345,3.0,,65,1.0,,1.0,1.0,1.0
78120,71346,,,,,,,1.0,1.0
78121,71347,,,,,,,,
78122,71348,,,,,,,,1.0
78124,71349,,,,,,,1.0,1.0
78125,71350,1.0,,,,,,,1.0
78126,71351,,139.700,63,,,,,
78127,71352,,,1350,,,,1.0,1.0
78128,71353,2.0,,,1.0,,,1.0,1.0
78129,71354,,,,,,,,1.0
78130,71355,,,975,,,,,1.0
78131,71356,,,341,,,,,1.0
78133,71357,,,,,,,,1.0
78134,71358,3.0,,65,1.0,,1.0,1.0,1.0
78135,71359,,,,,,,1.0,1.0
78136,71360,,,,,,,,1.0
78137,71361,,,,,,,1.0,1.0
78138,71362,,,,,,,1.0,1.0
78139,71363,,,,1.0,,,1.0,1.0
78141,71364,,,,,,,1.0,1.0
78142,71365,,,,1.0,,,1.0,1.0
78144,71366,,,,1.0,,,,1.0
78145,71367,,,,1.0,,,1.0,1.0
78146,71368,4.0,,,1.0,,,,1.0
78148,71369,,,,1.0,,1.0,,1.0
78149,71370,1.0,,,,,,,1.0
78150,71371,,,,,,,1.0,1.0
78151,71372,3.0,,,,,,,1.0
78152,71373,,,,,,,1.0,1.0
78154,71374,1.0,,,1.0,,,1.0,1.0
78155,71375,2.0,,,,,,1.0,1.0
78157,71376,,,,,,,1.0,1.0
78158,71377,,,1280,,,,1.0,1.0
78159,71378,,,,,,1.0,,
78160,71379,,,400,,,,,1.0
78161,71380,,,,1.0,,,,1.0
78162,71381,,,,,,,,1.0
78163,71382,,,,1.0,,,1.0,1.0
78164,71383,1.0,,,,,1.0,,1.0
78165,71384,,,,1.0,1.0,,1.0,1.0
78167,71385,,,,,,,1.0,1.0
78168,71386,,,,,,,1.0,1.0
78169,71387,,,341,,,,,1.0
78170,71388,2.0,,,1.0,,,1.0,1.0
78171,71389,,,,,,,1.0,1.0
78172,71390,1.0,,,,,,,1.0
78173,71391,,,,,,1.0,,
78174,71392,,148.300,63,,,,,1.0
78175,71393,2.0,,,1.0,,,,1.0
78176,71394,,,,1.0,1.0,1.0,,
78177,71395,,,,,,,,
78178,71396,,,,1.0,1.0,,1.0,1.0
78179,71397,4.0,,,,,,,
78180,71398,,,,,,,,1.0
78181,71399,,,,,,,1.0,1.0
78182,71400,,,2500,1.0,,,1.0,1.0
78183,71401,,,,1.0,,,,
78184,71402,,,,,,1.0,,
78186,71403,4.0,,,1.0,,1.0,1.0,1.0
78187,71404,,,,,,,,
78188,71405,1.0,,,,,,,1.0
78189,71406,3.0,,,,,,,1.0
78191,71407,3.0,,,,,1.0,,1.0
78192,71408,,,154,,,,1.0,1.0
78193,71409,,950.000,,1.0,,,,
78194,71410,,,,,,,1.0,1.0
78195,71411,,,36,,,,,
78196,71412,,,,,,,,
78197,71413,3.0,,139,,,1.0,1.0,1.0
78198,71414,3.0,,,,,,1.0,1.0
78199,71415,,,,,,1.0,,
78200,71416,,,,,,,1.0,1.0
78201,71417,1.0,,,,,,,1.0
78202,71418,3.0,,,,,,,1.0
78203,71419,5.0,,159,1.0,1.0,1.0,,1.0
78204,71420,,,,1.0,,,1.0,1.0
78205,71421,,,,1.0,,,1.0,1.0
78206,71422,,,2500,1.0,,,1.0,1.0
78207,71423,,,,1.0,,,,1.0
78208,71424,,,,,,,1.0,1.0
78209,71425,,,,,,1.0,,
78210,71426,,,,1.0,1.0,,,1.0
78211,71427,2.0,,,1.0,,,1.0,1.0
78212,71428,,,,1.0,,,,1.0
78213,71429,,,1450,,,,,1.0
78214,71430,,,,,,,,1.0
78215,71431,1.0,,33,1.0,,1.0,,
78216,71432,,128.400,53,,,,,
78217,71433,,,2144,,,,,
78218,71434,1.0,,,,,,,1.0
78219,71435,,,,,,,1.0,1.0
78220,71436,,,,,,1.0,,
78221,71437,,,2500,1.0,,,1.0,1.0
78222,71438,5.0,,,1.0,,,,1.0
78223,71439,,,,,,,1.0,1.0
78224,71440,6.0,,104,1.0,,,,1.0
78225,71441,,,,,,,1.0,1.0
78226,71442,1.0,,,,,,,
78227,71443,,,,1.0,1.0,,1.0,1.0
78228,71444,,,,,,,,
78229,71445,4.0,,,1.0,1.0,,1.0,1.0
78230,71446,2.0,,,,,1.0,,
78231,71447,,,,1.0,1.0,,1.0,1.0
78232,71448,,,48,1.0,,1.0,1.0,1.0
78233,71449,,131.000,53,,,,,
78234,71450,,290.000,,,,,,1.0
78236,71451,6.0,,,,,,,1.0
78237,71452,,,,,,,1.0,1.0
78238,71453,,,,,,,1.0,1.0
78239,71454,,,,,,,,
78240,71455,,,,,,,,
78241,71456,,,48,1.0,,1.0,1.0,1.0
78242,71457,1.0,,,,,,,1.0
78243,71458,,,,,,,,
78244,71459,,,335,1.0,,,1.0,1.0
78245,71460,3.0,,,1.0,,,,
78246,71461,,129.400,54,,,,,
78247,71462,3.0,,,1.0,,,,1.0
78248,71463,2.0,,,,,1.0,,1.0
78249,71464,,,,1.0,,,,1.0
78250,71465,,,,,,,1.0,1.0
78251,71466,,,,1.0,,,1.0,1.0
78252,71467,,,,,,1.0,,1.0
78253,71468,1.0,,,,,,,1.0
78254,71469,,,,1.0,,,1.0,1.0
78255,71470,,,,,,,1.0,1.0
78256,71471,,125.000,,,,,,
78257,71472,4.0,120.000,110,1.0,,,,1.0
78258,71473,,,,,,,1.0,1.0
78259,71474,3.0,,,1.0,1.0,1.0,1.0,1.0
78260,71475,,,48,1.0,,1.0,1.0,1.0
78261,71476,2.0,,,1.0,,1.0,,1.0
78262,71477,,115.000,43,,,,,
78263,71478,,,,,,,1.0,1.0
78264,71479,,,,,,,1.0,1.0
78265,71480,,,495,,,,1.0,1.0
78266,71481,,,48,1.0,,1.0,1.0,1.0
78267,71482,,,,1.0,,,1.0,1.0
78268,71483,,,,,,,1.0,1.0
78269,71484,,,,,,,,1.0
78270,71485,2.0,,64,1.0,,1.0,,1.0
78271,71486,,,260,,,,1.0,1.0
78272,71487,,,,1.0,,,,
78273,71488,,,,,,,,1.0
78274,71489,2.0,,412,1.0,,,1.0,1.0
78275,71490,,,,1.0,,,1.0,1.0
78276,71491,1.0,,34,,,,,1.0
78277,71492,,,572,,,,,1.0
78278,71493,,,,1.0,,,,1.0
78279,71494,,,48,1.0,,1.0,1.0,1.0
78280,71495,,,,1.0,,,1.0,1.0
78281,71496,3.0,,,1.0,1.0,,1.0,1.0
78282,71497,2.0,,,1.0,,,,
78283,71498,,,,,,,,1.0
78284,71499,,102.100,43,,,,,1.0
78285,71500,,,,1.0,1.0,,1.0,1.0
78286,71501,3.0,,,1.0,,1.0,,1.0
78287,71502,,,48,1.0,,1.0,1.0,1.0
78288,71503,,,,,,,,1.0
78289,71504,,,,,,,,
78291,71505,1.0,,,,,,1.0,1.0
78292,71506,,,,1.0,,,1.0,1.0
78293,71507,,,,,,,1.0,1.0
78294,71508,,,60,,,,,
78295,71509,,,19,,,,1.0,1.0
78296,71510,,,58,1.0,,,,
78297,71511,,119.600,43,,,,,1.0
78298,71512,3.0,,,,,,1.0,1.0
78300,71513,4.0,,,,,1.0,1.0,1.0
78301,71514,,,,1.0,,,1.0,1.0
78302,71515,3.0,,,1.0,1.0,,1.0,1.0
78303,71516,,,73,,,,1.0,1.0
78304,71517,,,20,,,,,1.0
78305,71518,,,48,1.0,,1.0,1.0,1.0
78307,71519,,,,1.0,,1.0,1.0,1.0
78308,71520,,,,,,,,1.0
78309,71521,,122.000,43,,,,,
78310,71522,,,,,,,,
78311,71523,,,,,,,1.0,1.0
78312,71524,2.0,,64,1.0,,1.0,,1.0
78313,71525,,,,,,,,1.0
78314,71526,,25.000,,,,,1.0,1.0
78315,71527,,,,,,,,1.0
78316,71528,2.0,,58,,,,1.0,1.0
78317,71529,,,,,,,,1.0
78318,71530,,,,1.0,,,,1.0
78319,71531,,,,1.0,,,1.0,1.0
78320,71532,,,48,1.0,,1.0,1.0,1.0
78321,71533,,,,,,,,1.0
78322,71534,,,,,,,,
78323,71535,3.0,,60,1.0,1.0,,,
78325,71536,4.0,,160,,,,1.0,1.0
78326,71537,,240.000,,,,,,
78327,71538,,,,,,,,
78328,71539,,75.100,30,,,,,1.0
78329,71540,3.0,,,,,,1.0,1.0
78330,71541,,,,1.0,,,1.0,1.0
78331,71542,,,,,,,,1.0
78332,71543,,,48,1.0,,1.0,1.0,1.0
78333,71544,3.0,,,,,,1.0,1.0
78334,71545,3.0,,,,,,,
78335,71546,,,,,,,1.0,1.0
78336,71547,,,,,,,1.0,1.0
78337,71548,,,,1.0,1.0,,1.0,1.0
78338,71549,4.0,,135,,,,1.0,1.0
78339,71550,,,48,1.0,,1.0,1.0,1.0
78340,71551,4.0,,73,,,,,
78341,71552,,84.600,32,,,,,1.0
78342,71553,,,,1.0,,,1.0,1.0
78343,71554,,,,,,,1.0,1.0
78345,71555,1.0,,,,,,1.0,1.0
78346,71556,,,,,,,,
78347,71557,,,,,,,,1.0
78348,71558,,,,1.0,,,1.0,1.0
78349,71559,,,48,1.0,,1.0,1.0,1.0
78350,71560,,,,,,,,1.0
78351,71561,,,,,,,,
78352,71562,,,200,1.0,1.0,1.0,1.0,1.0
78353,71563,,,,1.0,,1.0,1.0,1.0
78354,71564,1.0,,,,,1.0,,1.0
78355,71565,3.0,,,1.0,,,,
78356,71566,2.0,86.800,50,,,,1.0,1.0
78358,71567,,,494,,,1.0,,1.0
78359,71568,,,48,1.0,,1.0,1.0,1.0
78361,71569,,,,1.0,,1.0,,1.0
78362,71570,,,92,1.0,,,1.0,1.0
78363,71571,3.0,,,,,,,1.0
78364,71572,2.0,,,,,,,
78366,71573,1.0,,,,,,1.0,1.0
78367,71574,,,200,,,,,
78368,71575,,,48,1.0,,1.0,1.0,1.0
78369,71576,2.0,88.000,00,,,,1.0,1.0
78370,71577,,,,,,1.0,,
78371,71578,,188.600,79,,,,,
78372,71579,2.0,,,,,,,1.0
78373,71580,2.0,,,1.0,,,,1.0
78374,71581,,,,1.0,,,1.0,1.0
78375,71582,,,48,1.0,,1.0,1.0,1.0
78376,71583,2.0,,,1.0,1.0,,,1.0
78377,71584,,,750,,,1.0,,
78378,71585,4.0,,,,,1.0,1.0,1.0
78379,71586,,,,,,,,
78380,71587,,,,1.0,,,,1.0
78381,71588,2.0,,,1.0,,,,
78382,71589,,189.100,106,,,,,
78383,71590,,,,1.0,,,,1.0
78384,71591,,,1034,1.0,,,1.0,1.0
78385,71592,,,,,,,1.0,1.0
78386,71593,,,3306,,,,1.0,1.0
78387,71594,6.0,,,1.0,,,1.0,1.0
78388,71595,,,230,,,1.0,1.0,1.0
78389,71596,,,40,1.0,,,,
78390,71597,,,,,,,1.0,1.0
78391,71598,,,48,1.0,,1.0,1.0,1.0
78392,71599,2.0,,36,1.0,,1.0,,
78393,71600,,,,1.0,,,1.0,1.0
78395,71601,,,,1.0,,,,1.0
78396,71602,1.0,,,,,,1.0,1.0
78397,71603,,,389,,,1.0,1.0,1.0
78398,71604,,173.800,77,,,,,
78399,71605,,,,1.0,,,,1.0
78400,71606,,,48,1.0,,1.0,1.0,1.0
78401,71607,,,,,,,,1.0
78402,71608,2.0,,,1.0,,,,
78403,71609,4.0,,,1.0,,1.0,1.0,1.0
78405,71610,2.0,,,,,,1.0,1.0
78406,71611,4.0,,,,,,,1.0
78407,71612,2.0,,,,,,,1.0
78408,71613,,,115,,,1.0,,1.0
78409,71614,,163.200,77,,,,,1.0
78410,71615,,,,,,,,
78411,71616,3.0,,,1.0,,1.0,,1.0
78412,71617,5.0,,110,,,,,
78413,71618,,,,1.0,,,1.0,1.0
78414,71619,,,48,1.0,,1.0,1.0,1.0
78415,71620,6.0,,,1.0,,,,1.0
78416,71621,,,,1.0,,,,1.0
78417,71622,,,79,,,1.0,,1.0
78418,71623,,,929,,,,1.0,1.0
78419,71624,1.0,,,1.0,,,1.0,1.0
78420,71625,,,,1.0,,,,1.0
78421,71626,,,48,1.0,,1.0,1.0,1.0
78422,71627,3.0,,,1.0,,1.0,,1.0
78423,71628,2.0,,,,,,,
78424,71629,,,,,,,,1.0
78425,71630,2.0,,,1.0,,,,1.0
78426,71631,,,000,,,,1.0,1.0
78427,71632,,,35,,,,1.0,1.0
78428,71633,,,,,,,,1.0
78429,71634,,,41,,,,,
78430,71635,1.0,28.000,,,,,1.0,1.0
78431,71636,,,,,,,1.0,1.0
78432,71637,,,50,,,,,1.0
78433,71638,,,,,,,,1.0
78434,71639,,,,1.0,,,1.0,1.0
78435,71640,,,,,,,,1.0
78436,71641,,,,,,,,
78437,71642,,,,1.0,,,1.0,1.0
78438,71643,1.0,,,,,,,
78439,71644,,,,,,,,1.0
78440,71645,,,,,,,,1.0
78441,71646,,,,,,,,
78442,71647,,,,,,,1.0,1.0
78443,71648,,,48,1.0,,1.0,1.0,1.0
78444,71649,,,9,,,,1.0,1.0
78446,71650,2.0,,,1.0,,1.0,1.0,1.0
78447,71651,,,48,1.0,,1.0,1.0,1.0
78448,71652,,,1100,,,,1.0,1.0
78449,71653,,950.000,,1.0,,,,
78450,71654,,,190,1.0,,,,1.0
78451,71655,2.0,,,1.0,1.0,1.0,,1.0
78452,71656,,,,1.0,,,1.0,1.0
78453,71657,,,94,,,1.0,,1.0
78454,71658,,,,1.0,,,1.0,1.0
78455,71659,,,,1.0,,,1.0,1.0
78456,71660,,,,,,,1.0,1.0
78457,71661,1.0,,,,,,,
78458,71662,,,483,1.0,,,1.0,1.0
78459,71663,4.0,,,1.0,,1.0,,1.0
78460,71664,,,,,,,1.0,1.0
78461,71665,2.0,,58,,,,1.0,1.0
78462,71666,,,,,,,,1.0
78463,71667,,,120,,,1.0,1.0,1.0
78464,71668,,,48,1.0,,1.0,1.0,1.0
78465,71669,3.0,,,,,,1.0,1.0
78466,71670,,,103,1.0,,,1.0,1.0
78467,71671,3.0,,,,,,,1.0
78468,71672,,,,,,,1.0,1.0
78469,71673,4.0,,,1.0,,,1.0,1.0
78470,71674,,176.800,75,,,,,
78471,71675,,,,,,,,1.0
78472,71676,3.0,,,1.0,,,1.0,1.0
78473,71677,,,,,,,,
78474,71678,3.0,,,1.0,1.0,,1.0,1.0
78475,71679,2.0,,,,,,1.0,1.0
78476,71680,,,120,,,1.0,1.0,1.0
78477,71681,3.0,,26,1.0,,1.0,,1.0
78478,71682,,,48,1.0,,1.0,1.0,1.0
78479,71683,3.0,,,,,,,1.0
78480,71684,2.0,,,,,,1.0,1.0
78481,71685,,,,,,,,1.0
78482,71686,,180.300,75,,,,,1.0
78483,71687,,,,,,,,1.0
78484,71688,,,,1.0,,,1.0,1.0
78485,71689,2.0,,,1.0,,1.0,1.0,1.0
78486,71690,,,,,,,1.0,1.0
78487,71691,4.0,,,1.0,,,1.0,1.0
78488,71692,,,120,,,1.0,1.0,1.0
78489,71693,,,48,1.0,,1.0,1.0,1.0
78490,71694,,,,1.0,,,,
78492,71695,2.0,,55,,,,1.0,1.0
78493,71696,,183.900,75,,,,,1.0
78494,71697,,,,,,,1.0,1.0
78495,71698,,,,1.0,,,,
78496,71699,,,,,,,,1.0
78498,71700,5.0,,,,,1.0,1.0,1.0
78499,71701,,,48,1.0,,1.0,1.0,1.0
78500,71702,1.0,,,,,,,
78501,71703,,187.600,75,,,,,
78502,71704,,,,,,1.0,,1.0
78504,71705,3.0,,,1.0,,1.0,,1.0
78505,71706,5.0,,,,,,1.0,1.0
78506,71707,,,120,,,1.0,1.0,1.0
78507,71708,,,,,,,1.0,1.0
78508,71709,,,,,,,,
78509,71710,4.0,,,,,,,1.0
78510,71711,,,,,,,1.0,1.0
78511,71712,4.0,,,,,1.0,1.0,1.0
78512,71713,2.0,,,1.0,,,1.0,1.0
78513,71714,,,98,,,,1.0,1.0
78514,71715,,,160,,,,,1.0
78515,71716,,,,,,,,1.0
78516,71717,,,,1.0,,,,1.0
78517,71718,,191.400,75,,,,,
78518,71719,3.0,,23,,,1.0,,1.0
78519,71720,,,48,1.0,,1.0,1.0,1.0
78520,71721,,,,1.0,,,1.0,1.0
78521,71722,4.0,,,,,,,
78522,71723,,,10,,,,,
78524,71724,4.0,,,1.0,,1.0,1.0,1.0
78525,71725,3.0,,,,,,,1.0
78526,71726,,,600,1.0,,1.0,1.0,1.0
78527,71727,1.0,,,,,,,
78528,71728,2.0,,,1.0,1.0,,1.0,1.0
78529,71729,,,208,,,,,
78530,71730,,,48,1.0,,1.0,1.0,1.0
78531,71731,,,,,,,,1.0
78532,71732,5.0,,,,,,1.0,1.0
78533,71733,2.0,,,,,,1.0,1.0
78534,71734,,125.600,47,,,,,1.0
78535,71735,3.0,,,,,,,1.0
78536,71736,,,110,,,1.0,1.0,1.0
78537,71737,2.0,,,1.0,,,1.0,1.0
78538,71738,4.0,,,1.0,1.0,1.0,,
78539,71739,,,110,,,1.0,1.0,1.0
78540,71740,1.0,,,,,,,
78541,71741,1.0,,,1.0,1.0,,1.0,1.0
78542,71742,5.0,,205,,,,1.0,1.0
78543,71743,,,48,1.0,,1.0,1.0,1.0
78544,71744,,128.100,47,,,,,
78545,71745,,,400,,,,,1.0
78546,71746,,,,,,,1.0,1.0
78547,71747,,,,,,,1.0,1.0
78548,71748,4.0,,,,,1.0,1.0,1.0
78549,71749,3.0,,,1.0,,,1.0,1.0
78550,71750,,,48,1.0,,1.0,1.0,1.0
78551,71751,,,,1.0,,,1.0,1.0
78552,71752,,,,,,,1.0,1.0
78553,71753,1.0,,,,,,,
78554,71754,2.0,,,1.0,1.0,,1.0,1.0
78555,71755,,130.700,47,,,,,
78556,71756,,,,,,,,1.0
78557,71757,4.0,,149,,,1.0,1.0,1.0
78558,71758,,,,1.0,1.0,,1.0,1.0
78559,71759,5.0,,205,,,,1.0,1.0
78560,71760,,,48,1.0,,1.0,1.0,1.0
78561,71761,,,21,,,1.0,,1.0
78562,71762,3.0,,,1.0,1.0,,,1.0
78563,71763,,,,,,,,
78564,71764,,,,,,1.0,1.0,1.0
78565,71765,,133.300,47,,,,,1.0
78566,71766,,,1600,,,,,1.0
78568,71767,4.0,,,1.0,,,1.0,1.0
78569,71768,,,48,1.0,,1.0,1.0,1.0
78570,71769,,,,,,,,1.0
78571,71770,,,600,,,,,
78572,71771,3.0,,57,1.0,1.0,1.0,,
78573,71772,1.0,,,,,,,
78574,71773,2.0,,,,,1.0,,1.0
78575,71774,,,,,,,1.0,1.0
78576,71775,,136.000,47,,,,,
78577,71776,,,48,1.0,,1.0,1.0,1.0
78578,71777,,,153,,,,1.0,1.0
78579,71778,4.0,,95,,,1.0,,1.0
78580,71779,,,,,,,,
78581,71780,,,,,,1.0,1.0,1.0
78582,71781,,,,,,,1.0,1.0
78583,71782,,,48,1.0,,1.0,1.0,1.0
78584,71783,,138.700,47,,,,,
78585,71784,,,156,1.0,,,1.0,1.0
78586,71785,,,,,,,1.0,1.0
78587,71786,,,,,,,,
78588,71787,,,,,,,,
78589,71788,3.0,,80,1.0,,,,
78590,71789,,,,1.0,,,1.0,1.0
78591,71790,1.0,,,,,,,
78592,71791,,,,,,,1.0,1.0
78593,71792,3.0,,,1.0,,1.0,1.0,1.0
78594,71793,2.0,,,1.0,,,,
78595,71794,4.0,,75,,,1.0,1.0,1.0
78597,71795,,,,,,,,1.0
78598,71796,1.0,,,,,,,
78599,71797,5.0,,95,1.0,,,,1.0
78600,71798,,,48,1.0,,1.0,1.0,1.0
78601,71799,,,801,,,,,
78602,71800,1.0,,,,,,,
78603,71801,,133.300,47,,,,,1.0
78604,71802,,,,,,,1.0,1.0
78605,71803,,,,1.0,1.0,,1.0,1.0
78606,71804,,,330,1.0,1.0,,,
78607,71805,3.0,,,1.0,,,1.0,1.0
78608,71806,,,,,,,1.0,1.0
78609,71807,,,,,,,,
78610,71808,,,,,,,1.0,1.0
78611,71809,3.0,,,,,1.0,,
78612,71810,4.0,,,,,,1.0,1.0
78613,71811,2.0,,,1.0,1.0,1.0,,1.0
78614,71812,1.0,,,,,,,
78615,71813,,136.000,47,,,,,
78616,71814,,,,,,,,
78617,71815,,,,1.0,,,,1.0
78618,71816,3.0,,,,,,,
78619,71817,,,48,1.0,,1.0,1.0,1.0
78620,71818,,,,,,1.0,1.0,1.0
78621,71819,,,,,,,1.0,1.0
78622,71820,,,,,,,,
78624,71821,3.0,,,1.0,,,,1.0
78625,71822,,,,,,,,
78626,71823,2.0,,,1.0,1.0,1.0,,1.0
78627,71824,,138.700,47,,,,,1.0
78628,71825,4.0,,84,1.0,,1.0,,1.0
78629,71826,,,,,,,,1.0
78630,71827,,,,,,,1.0,1.0
78631,71828,2.0,,,,,,,
78632,71829,,,,1.0,,,,
78633,71830,,,48,1.0,,1.0,1.0,1.0
78634,71831,3.0,,,1.0,,,,
78635,71832,2.0,,,,,1.0,,1.0
78636,71833,4.0,,,1.0,,1.0,,1.0
